comentario,nota,responsavel,comentario_tokenizado
Tentei consultar saldo e chat travou duas vezes. Depois da atualização chat ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,8,Suporte,"['Tentei', 'consultar', 'saldo', 'e', 'chat', 'travou', 'duas', 'vezes', '.', 'Depois', 'da', 'atualização', 'chat', 'ficou', 'mais', 'simples', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.']"
chat demorou para responder. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar limite. O atendimento resolveu rápido a solicitação. vcs,9,Geral,"['chat', 'demorou', 'para', 'responder', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'limite', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'vcs']"
Tentei atualizar cadastro e pagamentos travou duas vezes. Depois da atualização pagamentos ficou mais simples.,0,Serviços,"['Tentei', 'atualizar', 'cadastro', 'e', 'pagamentos', 'travou', 'duas', 'vezes', '.', 'Depois', 'da', 'atualização', 'pagamentos', 'ficou', 'mais', 'simples', '.']"
Depois da atualização integração ficou mais simples. Tentei acompanhar pagamento e integração travou duas vezes. integração demorou para responder.,2,Produto,"['Depois', 'da', 'atualização', 'integração', 'ficou', 'mais', 'simples', '.', 'Tentei', 'acompanhar', 'pagamento', 'e', 'integração', 'travou', 'duas', 'vezes', '.', 'integração', 'demorou', 'para', 'responder', '.']"
"Tentei integrar sistema e cartão virtual travou duas vezes. Recebi erro enquanto tentava integrar sistema. Consegui integrar sistema, mas depois apareceu erro em notificações. cartão virtual demorou para responder. travano",1,Produto,"['Tentei', 'integrar', 'sistema', 'e', 'cartão', 'virtual', 'travou', 'duas', 'vezes', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'integrar', 'sistema', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'notificações', '.', 'cartão', 'virtual', 'demorou', 'para', 'responder', '.', 'travano']"
"Depois da atualização relatórios ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em pagamentos. Recebi erro enquanto tentava integrar sistema. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.",1,Suporte,"['Depois', 'da', 'atualização', 'relatórios', 'ficou', 'mais', 'simples', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'pagamentos', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'integrar', 'sistema', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.']"
"Consegui atualizar cadastro, mas depois apareceu erro em limite. Recebi erro enquanto tentava atualizar cadastro. Depois da atualização performance ficou mais simples. performance demorou para responder. Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e performance travou duas vezes.",1,Serviços,"['Consegui', 'atualizar', 'cadastro', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'limite', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'atualizar', 'cadastro', '.', 'Depois', 'da', 'atualização', 'performance', 'ficou', 'mais', 'simples', '.', 'performance', 'demorou', 'para', 'responder', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Tentei', 'atualizar', 'cadastro', 'e', 'performance', 'travou', 'duas', 'vezes', '.']"
"Depois da atualização dashboard ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em performance. O carregamento dos relatórios demorou.",0,Pós-venda,"['Depois', 'da', 'atualização', 'dashboard', 'ficou', 'mais', 'simples', '.', 'Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'performance', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.']"
O suporte pediu novamente as mesmas informações. dashboard demorou para responder.,10,Produto,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'dashboard', 'demorou', 'para', 'responder', '.']"
Tentei fazer transferência e API travou duas vezes. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. atendimnto ploblema,8,Suporte,"['Tentei', 'fazer', 'transferência', 'e', 'API', 'travou', 'duas', 'vezes', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'atendimnto', 'ploblema']"
"Recebi erro enquanto tentava fazer transferência. O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em login. cartão virtual demorou para responder.",9,Geral,"['Recebi', 'erro', 'enquanto', 'tentava', 'fazer', 'transferência', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Consegui', 'fazer', 'transferência', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'login', '.', 'cartão', 'virtual', 'demorou', 'para', 'responder', '.']"
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. bugou probelma,4,Suporte,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'bugou', 'probelma']"
extrato demorou para responder. Depois da atualização extrato ficou mais simples.,1,Pós-venda,"['extrato', 'demorou', 'para', 'responder', '.', 'Depois', 'da', 'atualização', 'extrato', 'ficou', 'mais', 'simples', '.']"
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Tentei baixar relatório e integração travou duas vezes. O carregamento dos relatórios demorou. integração demorou para responder. O atendimento resolveu rápido a solicitação.,4,Geral,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Tentei', 'baixar', 'relatório', 'e', 'integração', 'travou', 'duas', 'vezes', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'integração', 'demorou', 'para', 'responder', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.']"
O suporte pediu novamente as mesmas informações. extrato demorou para responder. ploblema qdo,5,Geral,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'extrato', 'demorou', 'para', 'responder', '.', 'ploblema', 'qdo']"
Depois da atualização performance ficou mais simples. O atendimento resolveu rápido a solicitação.,4,Produto,"['Depois', 'da', 'atualização', 'performance', 'ficou', 'mais', 'simples', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.']"
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,8,Geral,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.']"
Mais ou menos.,6,Geral,"['Mais', 'ou', 'menos', '.']"
"Depois da atualização cadastro ficou mais simples. Tentei integrar sistema e cadastro travou duas vezes. cadastro demorou para responder. Consegui integrar sistema, mas depois apareceu erro em integração.",1,Suporte,"['Depois', 'da', 'atualização', 'cadastro', 'ficou', 'mais', 'simples', '.', 'Tentei', 'integrar', 'sistema', 'e', 'cadastro', 'travou', 'duas', 'vezes', '.', 'cadastro', 'demorou', 'para', 'responder', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'integração', '.']"
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir.,5,Produto,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.']"
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. qdo vcs,4,Serviços,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'qdo', 'vcs']"
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.,1,Produto,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
Sem comentários.,7,Pós-venda,"['Sem', 'comentários', '.']"
"cadastro demorou para responder. Tentei emitir boleto e cadastro travou duas vezes. Depois da atualização cadastro ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em relatórios.",6,Suporte,"['cadastro', 'demorou', 'para', 'responder', '.', 'Tentei', 'emitir', 'boleto', 'e', 'cadastro', 'travou', 'duas', 'vezes', '.', 'Depois', 'da', 'atualização', 'cadastro', 'ficou', 'mais', 'simples', '.', 'Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'relatórios', '.']"
Tudo certo.,10,Suporte,"['Tudo', 'certo', '.']"
"Consegui baixar relatório, mas depois apareceu erro em chat. Depois da atualização extrato ficou mais simples. As notificações chegaram atrasadas.",4,Produto,"['Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'chat', '.', 'Depois', 'da', 'atualização', 'extrato', 'ficou', 'mais', 'simples', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
O atendimento resolveu rápido a solicitação. Tentei baixar relatório e dashboard travou duas vezes. sitema qdo,0,Suporte,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Tentei', 'baixar', 'relatório', 'e', 'dashboard', 'travou', 'duas', 'vezes', '.', 'sitema', 'qdo']"
Depois da atualização dashboard ficou mais simples. Precisei repetir algumas etapas para concluir.,7,Suporte,"['Depois', 'da', 'atualização', 'dashboard', 'ficou', 'mais', 'simples', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.']"
O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,4,Suporte,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
"limite demorou para responder. Precisei repetir algumas etapas para concluir. Consegui emitir boleto, mas depois apareceu erro em API. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Tentei emitir boleto e limite travou duas vezes. travano",0,Produto,"['limite', 'demorou', 'para', 'responder', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'API', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Tentei', 'emitir', 'boleto', 'e', 'limite', 'travou', 'duas', 'vezes', '.', 'travano']"
"Precisei repetir algumas etapas para concluir. Depois da atualização API ficou mais simples. Consegui fazer transferência, mas depois apareceu erro em limite. Recebi erro enquanto tentava fazer transferência.",2,Serviços,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Depois', 'da', 'atualização', 'API', 'ficou', 'mais', 'simples', '.', 'Consegui', 'fazer', 'transferência', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'limite', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'fazer', 'transferência', '.']"
Tentei emitir boleto e login travou duas vezes. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações.,4,Geral,"['Tentei', 'emitir', 'boleto', 'e', 'login', 'travou', 'duas', 'vezes', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
cartão virtual demorou para responder. Precisei repetir algumas etapas para concluir. msg qdo,10,Serviços,"['cartão', 'virtual', 'demorou', 'para', 'responder', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'msg', 'qdo']"
Ok.,6,Produto,"['Ok', '.']"
Achei estranho.,8,Geral,"['Achei', 'estranho', '.']"
Normal.,10,Produto,"['Normal', '.']"
"Depois da atualização login ficou mais simples. Tentei consultar limite e login travou duas vezes. Consegui consultar limite, mas depois apareceu erro em performance.",10,Geral,"['Depois', 'da', 'atualização', 'login', 'ficou', 'mais', 'simples', '.', 'Tentei', 'consultar', 'limite', 'e', 'login', 'travou', 'duas', 'vezes', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'performance', '.']"
"Recebi erro enquanto tentava emitir boleto. As notificações chegaram atrasadas. Depois da atualização usabilidade ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em chat.",9,Pós-venda,"['Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Depois', 'da', 'atualização', 'usabilidade', 'ficou', 'mais', 'simples', '.', 'Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'chat', '.']"
"As notificações chegaram atrasadas. Consegui integrar sistema, mas depois apareceu erro em cartão virtual. Precisei repetir algumas etapas para concluir. Depois da atualização chat ficou mais simples. Tentei integrar sistema e chat travou duas vezes. Recebi erro enquanto tentava integrar sistema.",6,Produto,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cartão', 'virtual', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Depois', 'da', 'atualização', 'chat', 'ficou', 'mais', 'simples', '.', 'Tentei', 'integrar', 'sistema', 'e', 'chat', 'travou', 'duas', 'vezes', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'integrar', 'sistema', '.']"
notificações demorou para responder. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Depois da atualização notificações ficou mais simples. qdo sitema demoro,6,Suporte,"['notificações', 'demorou', 'para', 'responder', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Depois', 'da', 'atualização', 'notificações', 'ficou', 'mais', 'simples', '.', 'qdo', 'sitema', 'demoro']"
"Depois da atualização integração ficou mais simples. Recebi erro enquanto tentava acompanhar pagamento. Consegui acompanhar pagamento, mas depois apareceu erro em limite. O atendimento resolveu rápido a solicitação. integração demorou para responder. Tentei acompanhar pagamento e integração travou duas vezes.",9,Suporte,"['Depois', 'da', 'atualização', 'integração', 'ficou', 'mais', 'simples', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'acompanhar', 'pagamento', '.', 'Consegui', 'acompanhar', 'pagamento', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'limite', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'integração', 'demorou', 'para', 'responder', '.', 'Tentei', 'acompanhar', 'pagamento', 'e', 'integração', 'travou', 'duas', 'vezes', '.']"
Tudo certo.,10,Pós-venda,"['Tudo', 'certo', '.']"
Tentei acompanhar pagamento e notificações travou duas vezes. O suporte pediu novamente as mesmas informações.,4,Produto,"['Tentei', 'acompanhar', 'pagamento', 'e', 'notificações', 'travou', 'duas', 'vezes', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
