comentario,nota,responsavel,comentario_normalizado
"O suporte pediu novamente as mesmas informações. Tentei atualizar cadastro e API travou duas vezes. Consegui atualizar cadastro, mas depois apareceu erro em chat. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.",1,Serviços,o suporte pediu novamente as mesmas informacoes tentei atualizar cadastro e api travou duas vezes consegui atualizar cadastro mas depois apareceu erro em chat o carregamento dos relatorios demorou as notificacoes chegaram atrasadas
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava integrar sistema. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Depois da atualização pagamentos ficou mais simples. Tentei integrar sistema e pagamentos travou duas vezes.,9,Produto,o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava integrar sistema o carregamento dos relatorios demorou precisei repetir algumas etapas para concluir depois da atualizacao pagamentos ficou mais simples tentei integrar sistema e pagamentos travou duas vezes
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. performance demorou para responder. ploblema probelma naum,9,Geral,as notificacoes chegaram atrasadas precisei repetir algumas etapas para concluir o carregamento dos relatorios demorou o atendimento resolveu rapido a solicitacao o suporte pediu novamente as mesmas informacoes performance demorou para responder ploblema probelma naum
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. bugou platafroma,7,Serviços,o carregamento dos relatorios demorou precisei repetir algumas etapas para concluir o suporte pediu novamente as mesmas informacoes bugou platafroma
Tentei consultar saldo e integração travou duas vezes. integração demorou para responder. Depois da atualização integração ficou mais simples.,10,Suporte,tentei consultar saldo e integracao travou duas vezes integracao demorou para responder depois da atualizacao integracao ficou mais simples
chat demorou para responder. O atendimento resolveu rápido a solicitação. Tentei emitir boleto e chat travou duas vezes. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. sitema,1,Suporte,chat demorou para responder o atendimento resolveu rapido a solicitacao tentei emitir boleto e chat travou duas vezes as notificacoes chegaram atrasadas precisei repetir algumas etapas para concluir sitema
"Consegui atualizar cadastro, mas depois apareceu erro em usabilidade. Depois da atualização onboarding ficou mais simples. onboarding demorou para responder. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.",9,Produto,consegui atualizar cadastro mas depois apareceu erro em usabilidade depois da atualizacao onboarding ficou mais simples onboarding demorou para responder precisei repetir algumas etapas para concluir o suporte pediu novamente as mesmas informacoes as notificacoes chegaram atrasadas
"Recebi erro enquanto tentava atualizar cadastro. usabilidade demorou para responder. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em cadastro. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.",3,Produto,recebi erro enquanto tentava atualizar cadastro usabilidade demorou para responder as notificacoes chegaram atrasadas consegui atualizar cadastro mas depois apareceu erro em cadastro precisei repetir algumas etapas para concluir o suporte pediu novamente as mesmas informacoes
Tentei consultar saldo e chat travou duas vezes. Depois da atualização chat ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,8,Suporte,tentei consultar saldo e chat travou duas vezes depois da atualizacao chat ficou mais simples as notificacoes chegaram atrasadas o atendimento resolveu rapido a solicitacao
chat demorou para responder. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar limite. O atendimento resolveu rápido a solicitação. vcs,9,Geral,chat demorou para responder o suporte pediu novamente as mesmas informacoes recebi erro enquanto tentava consultar limite o atendimento resolveu rapido a solicitacao vcs
Tentei atualizar cadastro e pagamentos travou duas vezes. Depois da atualização pagamentos ficou mais simples.,0,Serviços,tentei atualizar cadastro e pagamentos travou duas vezes depois da atualizacao pagamentos ficou mais simples
Depois da atualização integração ficou mais simples. Tentei acompanhar pagamento e integração travou duas vezes. integração demorou para responder.,2,Produto,depois da atualizacao integracao ficou mais simples tentei acompanhar pagamento e integracao travou duas vezes integracao demorou para responder
"Tentei integrar sistema e cartão virtual travou duas vezes. Recebi erro enquanto tentava integrar sistema. Consegui integrar sistema, mas depois apareceu erro em notificações. cartão virtual demorou para responder. travano",1,Produto,tentei integrar sistema e cartao virtual travou duas vezes recebi erro enquanto tentava integrar sistema consegui integrar sistema mas depois apareceu erro em notificacoes cartao virtual demorou para responder travano
"Depois da atualização relatórios ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em pagamentos. Recebi erro enquanto tentava integrar sistema. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.",1,Suporte,depois da atualizacao relatorios ficou mais simples consegui integrar sistema mas depois apareceu erro em pagamentos recebi erro enquanto tentava integrar sistema as notificacoes chegaram atrasadas precisei repetir algumas etapas para concluir
"Consegui atualizar cadastro, mas depois apareceu erro em limite. Recebi erro enquanto tentava atualizar cadastro. Depois da atualização performance ficou mais simples. performance demorou para responder. Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e performance travou duas vezes.",1,Serviços,consegui atualizar cadastro mas depois apareceu erro em limite recebi erro enquanto tentava atualizar cadastro depois da atualizacao performance ficou mais simples performance demorou para responder precisei repetir algumas etapas para concluir tentei atualizar cadastro e performance travou duas vezes
"Depois da atualização dashboard ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em performance. O carregamento dos relatórios demorou.",0,Pós-venda,depois da atualizacao dashboard ficou mais simples consegui baixar relatorio mas depois apareceu erro em performance o carregamento dos relatorios demorou
O suporte pediu novamente as mesmas informações. dashboard demorou para responder.,10,Produto,o suporte pediu novamente as mesmas informacoes dashboard demorou para responder
Tentei fazer transferência e API travou duas vezes. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. atendimnto ploblema,8,Suporte,tentei fazer transferencia e api travou duas vezes precisei repetir algumas etapas para concluir as notificacoes chegaram atrasadas o carregamento dos relatorios demorou atendimnto ploblema
"Recebi erro enquanto tentava fazer transferência. O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em login. cartão virtual demorou para responder.",9,Geral,recebi erro enquanto tentava fazer transferencia o suporte pediu novamente as mesmas informacoes consegui fazer transferencia mas depois apareceu erro em login cartao virtual demorou para responder
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. bugou probelma,4,Suporte,o suporte pediu novamente as mesmas informacoes o atendimento resolveu rapido a solicitacao bugou probelma
extrato demorou para responder. Depois da atualização extrato ficou mais simples.,1,Pós-venda,extrato demorou para responder depois da atualizacao extrato ficou mais simples
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Tentei baixar relatório e integração travou duas vezes. O carregamento dos relatórios demorou. integração demorou para responder. O atendimento resolveu rápido a solicitação.,4,Geral,as notificacoes chegaram atrasadas precisei repetir algumas etapas para concluir tentei baixar relatorio e integracao travou duas vezes o carregamento dos relatorios demorou integracao demorou para responder o atendimento resolveu rapido a solicitacao
O suporte pediu novamente as mesmas informações. extrato demorou para responder. ploblema qdo,5,Geral,o suporte pediu novamente as mesmas informacoes extrato demorou para responder ploblema qdo
Depois da atualização performance ficou mais simples. O atendimento resolveu rápido a solicitação.,4,Produto,depois da atualizacao performance ficou mais simples o atendimento resolveu rapido a solicitacao
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,8,Geral,o suporte pediu novamente as mesmas informacoes o carregamento dos relatorios demorou
Mais ou menos.,6,Geral,mais ou menos
"Depois da atualização cadastro ficou mais simples. Tentei integrar sistema e cadastro travou duas vezes. cadastro demorou para responder. Consegui integrar sistema, mas depois apareceu erro em integração.",1,Suporte,depois da atualizacao cadastro ficou mais simples tentei integrar sistema e cadastro travou duas vezes cadastro demorou para responder consegui integrar sistema mas depois apareceu erro em integracao
