comentario,nota,responsavel,comentario_sem_stopwords
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Tentei emitir boleto e login travou duas vezes. Depois da atualização login ficou mais simples. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. probelma platafroma,5,Produto,carregamento relatorios demorou precisei repetir algumas etapas concluir tentei emitir boleto login travou duas vezes atualizacao login ficou simples atendimento resolveu rapido solicitacao recebi erro enquanto tentava emitir boleto probelma platafroma
"onboarding demorou para responder. Tentei baixar relatório e onboarding travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em relatórios. qdo",8,Produto,onboarding demorou responder tentei baixar relatorio onboarding travou duas vezes consegui baixar relatorio apareceu erro relatorios qdo
Tudo certo.,8,Pós-venda,tudo certo
As notificações chegaram atrasadas. notificações demorou para responder. Recebi erro enquanto tentava baixar relatório. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. vcs demoro naum,2,Produto,notificacoes chegaram atrasadas notificacoes demorou responder recebi erro enquanto tentava baixar relatorio carregamento relatorios demorou precisei repetir algumas etapas concluir vcs demoro naum
Precisei repetir algumas etapas para concluir. cadastro demorou para responder. O suporte pediu novamente as mesmas informações.,0,Suporte,precisei repetir algumas etapas concluir cadastro demorou responder suporte pediu novamente mesmas informacoes
Precisei repetir algumas etapas para concluir. notificações demorou para responder. As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento.,10,Pós-venda,precisei repetir algumas etapas concluir notificacoes demorou responder notificacoes chegaram atrasadas recebi erro enquanto tentava acompanhar pagamento
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava atualizar cadastro. Tentei atualizar cadastro e limite travou duas vezes. O suporte pediu novamente as mesmas informações. Depois da atualização limite ficou mais simples.,10,Serviços,atendimento resolveu rapido solicitacao precisei repetir algumas etapas concluir recebi erro enquanto tentava atualizar cadastro tentei atualizar cadastro limite travou duas vezes suporte pediu novamente mesmas informacoes atualizacao limite ficou simples
"onboarding demorou para responder. O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em relatórios. Precisei repetir algumas etapas para concluir. Depois da atualização onboarding ficou mais simples.",3,Serviços,onboarding demorou responder carregamento relatorios demorou consegui integrar apareceu erro relatorios precisei repetir algumas etapas concluir atualizacao onboarding ficou simples
Tudo certo.,9,Serviços,tudo certo
Achei estranho.,9,Suporte,achei estranho
As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Depois da atualização notificações ficou mais simples. Precisei repetir algumas etapas para concluir.,8,Pós-venda,notificacoes chegaram atrasadas recebi erro enquanto tentava fazer transferencia suporte pediu novamente mesmas informacoes atendimento resolveu rapido solicitacao atualizacao notificacoes ficou simples precisei repetir algumas etapas concluir
As notificações chegaram atrasadas. Depois da atualização usabilidade ficou mais simples.,10,Suporte,notificacoes chegaram atrasadas atualizacao usabilidade ficou simples
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava emitir boleto. As notificações chegaram atrasadas. vcs platafroma msg,2,Serviços,atendimento resolveu rapido solicitacao suporte pediu novamente mesmas informacoes recebi erro enquanto tentava emitir boleto notificacoes chegaram atrasadas vcs platafroma msg
Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Tentei baixar relatório e pagamentos travou duas vezes. As notificações chegaram atrasadas. sitema,5,Produto,precisei repetir algumas etapas concluir suporte pediu novamente mesmas informacoes tentei baixar relatorio pagamentos travou duas vezes notificacoes chegaram atrasadas sitema
extrato demorou para responder. Tentei consultar saldo e extrato travou duas vezes. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,8,Suporte,extrato demorou responder tentei consultar saldo extrato travou duas vezes carregamento relatorios demorou suporte pediu novamente mesmas informacoes atendimento resolveu rapido solicitacao
Sem opinião.,0,Produto,opiniao
O atendimento resolveu rápido a solicitação. cadastro demorou para responder. O carregamento dos relatórios demorou. Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas.,3,Suporte,atendimento resolveu rapido solicitacao cadastro demorou responder carregamento relatorios demorou atualizacao cadastro ficou simples notificacoes chegaram atrasadas
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Tentei consultar saldo e cartão virtual travou duas vezes. Depois da atualização cartão virtual ficou mais simples. O carregamento dos relatórios demorou. cartão virtual demorou para responder.,5,Geral,suporte pediu novamente mesmas informacoes notificacoes chegaram atrasadas tentei consultar saldo cartao virtual travou duas vezes atualizacao cartao virtual ficou simples carregamento relatorios demorou cartao virtual demorou responder
cartão virtual demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,2,Produto,cartao virtual demorou responder suporte pediu novamente mesmas informacoes carregamento relatorios demorou notificacoes chegaram atrasadas
Depois da atualização extrato ficou mais simples. extrato demorou para responder. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,2,Suporte,atualizacao extrato ficou simples extrato demorou responder suporte pediu novamente mesmas informacoes atendimento resolveu rapido solicitacao carregamento relatorios demorou
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Depois da atualização limite ficou mais simples.,5,Suporte,suporte pediu novamente mesmas informacoes carregamento relatorios demorou atualizacao limite ficou simples
Depois da atualização login ficou mais simples. login demorou para responder. Tentei acompanhar pagamento e login travou duas vezes. O suporte pediu novamente as mesmas informações. qdo bugou sitema,3,Produto,atualizacao login ficou simples login demorou responder tentei acompanhar pagamento login travou duas vezes suporte pediu novamente mesmas informacoes qdo bugou sitema
Tentei emitir boleto e cadastro travou duas vezes. O suporte pediu novamente as mesmas informações. cadastro demorou para responder. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. atendimnto,10,Suporte,tentei emitir boleto cadastro travou duas vezes suporte pediu novamente mesmas informacoes cadastro demorou responder precisei repetir algumas etapas concluir atendimento resolveu rapido solicitacao recebi erro enquanto tentava emitir boleto atendimnto
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. extrato demorou para responder.,9,Geral,notificacoes chegaram atrasadas carregamento relatorios demorou extrato demorou responder
limite demorou para responder. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. naum atendimnto,6,Geral,limite demorou responder atendimento resolveu rapido solicitacao notificacoes chegaram atrasadas suporte pediu novamente mesmas informacoes naum atendimnto
"pagamentos demorou para responder. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Depois da atualização pagamentos ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em relatórios. qdo",6,Suporte,pagamentos demorou responder notificacoes chegaram atrasadas suporte pediu novamente mesmas informacoes carregamento relatorios demorou atualizacao pagamentos ficou simples consegui baixar relatorio apareceu erro relatorios qdo
"Consegui atualizar cadastro, mas depois apareceu erro em cadastro. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.",5,Suporte,consegui atualizar cadastro apareceu erro cadastro precisei repetir algumas etapas concluir suporte pediu novamente mesmas informacoes carregamento relatorios demorou
Depois da atualização cadastro ficou mais simples. Tentei atualizar cadastro e cadastro travou duas vezes. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. ploblema atendimnto qdo,9,Produto,atualizacao cadastro ficou simples tentei atualizar cadastro cadastro travou duas vezes suporte pediu novamente mesmas informacoes notificacoes chegaram atrasadas ploblema atendimnto qdo
