comentario,nota,responsavel,comentario_original,is_noise,comentario_filtrado
login demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava integrar sistema. msg,6,Produto,login demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava integrar sistema. msg,False,login demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava integrar sistema. msg
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.,6,Serviços,O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.,False,O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.
O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,9,Suporte,O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,False,O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.
"Depois da atualização performance ficou mais simples. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em cadastro.",2,Serviços,"Depois da atualização performance ficou mais simples. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em cadastro.",False,"Depois da atualização performance ficou mais simples. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em cadastro."
Sem opinião.,7,Suporte,Sem opinião.,True,
"O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em cadastro. O suporte pediu novamente as mesmas informações. notificações demorou para responder. O carregamento dos relatórios demorou.",6,Geral,"O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em cadastro. O suporte pediu novamente as mesmas informações. notificações demorou para responder. O carregamento dos relatórios demorou.",False,"O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em cadastro. O suporte pediu novamente as mesmas informações. notificações demorou para responder. O carregamento dos relatórios demorou."
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. Tentei fazer transferência e extrato travou duas vezes. Precisei repetir algumas etapas para concluir.,9,Produto,O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. Tentei fazer transferência e extrato travou duas vezes. Precisei repetir algumas etapas para concluir.,False,O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. Tentei fazer transferência e extrato travou duas vezes. Precisei repetir algumas etapas para concluir.
"Depois da atualização extrato ficou mais simples. Consegui atualizar cadastro, mas depois apareceu erro em performance.",2,Produto,"Depois da atualização extrato ficou mais simples. Consegui atualizar cadastro, mas depois apareceu erro em performance.",False,"Depois da atualização extrato ficou mais simples. Consegui atualizar cadastro, mas depois apareceu erro em performance."
dashboard demorou para responder. Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. demoro,4,Serviços,dashboard demorou para responder. Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. demoro,False,dashboard demorou para responder. Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. demoro
O suporte pediu novamente as mesmas informações. Tentei integrar sistema e usabilidade travou duas vezes. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. usabilidade demorou para responder. bugou platafroma travano,6,Produto,O suporte pediu novamente as mesmas informações. Tentei integrar sistema e usabilidade travou duas vezes. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. usabilidade demorou para responder. bugou platafroma travano,False,O suporte pediu novamente as mesmas informações. Tentei integrar sistema e usabilidade travou duas vezes. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. usabilidade demorou para responder. bugou platafroma travano
"Consegui consultar limite, mas depois apareceu erro em limite. Tentei consultar limite e pagamentos travou duas vezes. Depois da atualização pagamentos ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.",0,Pós-venda,"Consegui consultar limite, mas depois apareceu erro em limite. Tentei consultar limite e pagamentos travou duas vezes. Depois da atualização pagamentos ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.",False,"Consegui consultar limite, mas depois apareceu erro em limite. Tentei consultar limite e pagamentos travou duas vezes. Depois da atualização pagamentos ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação."
Tentei consultar saldo e dashboard travou duas vezes. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.,9,Produto,Tentei consultar saldo e dashboard travou duas vezes. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.,False,Tentei consultar saldo e dashboard travou duas vezes. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.
O atendimento resolveu rápido a solicitação. Tentei consultar limite e notificações travou duas vezes. bugou vcs platafroma,2,Suporte,O atendimento resolveu rápido a solicitação. Tentei consultar limite e notificações travou duas vezes. bugou vcs platafroma,False,O atendimento resolveu rápido a solicitação. Tentei consultar limite e notificações travou duas vezes. bugou vcs platafroma
"Recebi erro enquanto tentava fazer transferência. Consegui fazer transferência, mas depois apareceu erro em login. Tentei fazer transferência e API travou duas vezes. Depois da atualização API ficou mais simples. atendimnto qdo vcs",2,Suporte,"Recebi erro enquanto tentava fazer transferência. Consegui fazer transferência, mas depois apareceu erro em login. Tentei fazer transferência e API travou duas vezes. Depois da atualização API ficou mais simples. atendimnto qdo vcs",False,"Recebi erro enquanto tentava fazer transferência. Consegui fazer transferência, mas depois apareceu erro em login. Tentei fazer transferência e API travou duas vezes. Depois da atualização API ficou mais simples. atendimnto qdo vcs"
Precisei repetir algumas etapas para concluir. Tentei baixar relatório e pagamentos travou duas vezes. O atendimento resolveu rápido a solicitação.,1,Geral,Precisei repetir algumas etapas para concluir. Tentei baixar relatório e pagamentos travou duas vezes. O atendimento resolveu rápido a solicitação.,False,Precisei repetir algumas etapas para concluir. Tentei baixar relatório e pagamentos travou duas vezes. O atendimento resolveu rápido a solicitação.
"Precisei repetir algumas etapas para concluir. Depois da atualização notificações ficou mais simples. O atendimento resolveu rápido a solicitação. Consegui consultar saldo, mas depois apareceu erro em performance.",3,Produto,"Precisei repetir algumas etapas para concluir. Depois da atualização notificações ficou mais simples. O atendimento resolveu rápido a solicitação. Consegui consultar saldo, mas depois apareceu erro em performance.",False,"Precisei repetir algumas etapas para concluir. Depois da atualização notificações ficou mais simples. O atendimento resolveu rápido a solicitação. Consegui consultar saldo, mas depois apareceu erro em performance."
"Consegui fazer transferência, mas depois apareceu erro em usabilidade. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência.",6,Suporte,"Consegui fazer transferência, mas depois apareceu erro em usabilidade. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência.",False,"Consegui fazer transferência, mas depois apareceu erro em usabilidade. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência."
