comentario,nota,responsavel,comentario_stem_porter
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Depois da atualização relatórios ficou mais simples. Tentei consultar saldo e relatórios travou duas vezes. O suporte pediu novamente as mesmas informações. platafroma,3,Suporte,o carregamento do relatorio demor precisei repetir alguma etapa para concluir as notificaco chegaram atrasada depoi da atualizacao relatorio ficou mai simpl tentei consultar saldo e relatorio travou dua veze o suport pediu novament as mesma informaco platafroma
"Consegui consultar limite, mas depois apareceu erro em notificações. As notificações chegaram atrasadas.",9,Suporte,consegui consultar limit ma depoi apareceu erro em notificaco as notificaco chegaram atrasada
"O suporte pediu novamente as mesmas informações. Consegui atualizar cadastro, mas depois apareceu erro em relatórios. Depois da atualização cadastro ficou mais simples. Recebi erro enquanto tentava atualizar cadastro.",5,Produto,o suport pediu novament as mesma informaco consegui atualizar cadastro ma depoi apareceu erro em relatorio depoi da atualizacao cadastro ficou mai simpl recebi erro enquanto tentava atualizar cadastro
"As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em performance. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Tentei baixar relatório e integração travou duas vezes.",2,Geral,as notificaco chegaram atrasada consegui baixar relatorio ma depoi apareceu erro em perform o carregamento do relatorio demor precisei repetir alguma etapa para concluir tentei baixar relatorio e integracao travou dua veze
Regular.,8,Suporte,regular
Depois da atualização login ficou mais simples. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. login demorou para responder. vcs naum qdo,4,Suporte,depoi da atualizacao login ficou mai simpl o atendimento resolveu rapido a solicitacao as notificaco chegaram atrasada o suport pediu novament as mesma informaco o carregamento do relatorio demor login demor para respond vc naum qdo
"Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava baixar relatório. Consegui baixar relatório, mas depois apareceu erro em pagamentos. sitema",8,Suporte,precisei repetir alguma etapa para concluir recebi erro enquanto tentava baixar relatorio consegui baixar relatorio ma depoi apareceu erro em pagamento sitema
"Consegui consultar saldo, mas depois apareceu erro em notificações. Recebi erro enquanto tentava consultar saldo. login demorou para responder. vcs platafroma qdo",7,Produto,consegui consultar saldo ma depoi apareceu erro em notificaco recebi erro enquanto tentava consultar saldo login demor para respond vc platafroma qdo
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava integrar sistema. As notificações chegaram atrasadas. Tentei integrar sistema e limite travou duas vezes. O suporte pediu novamente as mesmas informações. qdo,3,Suporte,o carregamento do relatorio demor precisei repetir alguma etapa para concluir recebi erro enquanto tentava integrar sistema as notificaco chegaram atrasada tentei integrar sistema e limit travou dua veze o suport pediu novament as mesma informaco qdo
Depois da atualização dashboard ficou mais simples. dashboard demorou para responder. As notificações chegaram atrasadas. vcs qdo demoro,0,Produto,depoi da atualizacao dashboard ficou mai simpl dashboard demor para respond as notificaco chegaram atrasada vc qdo demoro
Precisei repetir algumas etapas para concluir. login demorou para responder. O atendimento resolveu rápido a solicitação. Tentei emitir boleto e login travou duas vezes. Recebi erro enquanto tentava emitir boleto. msg bugou probelma,1,Produto,precisei repetir alguma etapa para concluir login demor para respond o atendimento resolveu rapido a solicitacao tentei emitir boleto e login travou dua veze recebi erro enquanto tentava emitir boleto msg bugou probelma
Sem opinião.,0,Produto,sem opiniao
Mais ou menos.,2,Pós-venda,mai ou meno
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava emitir boleto. O carregamento dos relatórios demorou.,1,Geral,as notificaco chegaram atrasada precisei repetir alguma etapa para concluir recebi erro enquanto tentava emitir boleto o carregamento do relatorio demor
Tentei baixar relatório e limite travou duas vezes. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. demoro naum qdo,0,Geral,tentei baixar relatorio e limit travou dua veze o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao demoro naum qdo
"Consegui acompanhar pagamento, mas depois apareceu erro em extrato. O atendimento resolveu rápido a solicitação. Tentei acompanhar pagamento e usabilidade travou duas vezes. bugou msg",3,Produto,consegui acompanhar pagamento ma depoi apareceu erro em extrato o atendimento resolveu rapido a solicitacao tentei acompanhar pagamento e usabilidad travou dua veze bugou msg
"Recebi erro enquanto tentava atualizar cadastro. Depois da atualização login ficou mais simples. Consegui atualizar cadastro, mas depois apareceu erro em pagamentos. Tentei atualizar cadastro e login travou duas vezes. login demorou para responder.",5,Produto,recebi erro enquanto tentava atualizar cadastro depoi da atualizacao login ficou mai simpl consegui atualizar cadastro ma depoi apareceu erro em pagamento tentei atualizar cadastro e login travou dua veze login demor para respond
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,5,Geral,precisei repetir alguma etapa para concluir as notificaco chegaram atrasada
Tentei fazer transferência e onboarding travou duas vezes. Depois da atualização onboarding ficou mais simples. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir.,9,Suporte,tentei fazer transferencia e onboard travou dua veze depoi da atualizacao onboard ficou mai simpl o suport pediu novament as mesma informaco precisei repetir alguma etapa para concluir
"Consegui integrar sistema, mas depois apareceu erro em usabilidade. Tentei integrar sistema e cartão virtual travou duas vezes. Precisei repetir algumas etapas para concluir.",9,Suporte,consegui integrar sistema ma depoi apareceu erro em usabilidad tentei integrar sistema e cartao virtual travou dua veze precisei repetir alguma etapa para concluir
"Consegui atualizar cadastro, mas depois apareceu erro em limite. Recebi erro enquanto tentava atualizar cadastro. O atendimento resolveu rápido a solicitação.",8,Suporte,consegui atualizar cadastro ma depoi apareceu erro em limit recebi erro enquanto tentava atualizar cadastro o atendimento resolveu rapido a solicitacao
Mais ou menos.,0,Suporte,mai ou meno
Recebi erro enquanto tentava integrar sistema. O suporte pediu novamente as mesmas informações.,6,Suporte,recebi erro enquanto tentava integrar sistema o suport pediu novament as mesma informaco
Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,1,Suporte,precisei repetir alguma etapa para concluir o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao
Tentei atualizar cadastro e pagamentos travou duas vezes. Recebi erro enquanto tentava atualizar cadastro. O carregamento dos relatórios demorou.,10,Produto,tentei atualizar cadastro e pagamento travou dua veze recebi erro enquanto tentava atualizar cadastro o carregamento do relatorio demor
"O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. Tentei emitir boleto e API travou duas vezes. Consegui emitir boleto, mas depois apareceu erro em login. Precisei repetir algumas etapas para concluir. vcs platafroma atendimnto",0,Geral,o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava emitir boleto tentei emitir boleto e api travou dua veze consegui emitir boleto ma depoi apareceu erro em login precisei repetir alguma etapa para concluir vc platafroma atendimnto
Depois da atualização performance ficou mais simples. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Tentei fazer transferência e performance travou duas vezes. sitema,5,Suporte,depoi da atualizacao perform ficou mai simpl precisei repetir alguma etapa para concluir o atendimento resolveu rapido a solicitacao as notificaco chegaram atrasada tentei fazer transferencia e perform travou dua veze sitema
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,10,Serviços,precisei repetir alguma etapa para concluir as notificaco chegaram atrasada o atendimento resolveu rapido a solicitacao
Tentei baixar relatório e integração travou duas vezes. integração demorou para responder. Precisei repetir algumas etapas para concluir. platafroma vcs qdo,10,Geral,tentei baixar relatorio e integracao travou dua veze integracao demor para respond precisei repetir alguma etapa para concluir platafroma vc qdo
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. extrato demorou para responder. Precisei repetir algumas etapas para concluir.,6,Geral,as notificaco chegaram atrasada o suport pediu novament as mesma informaco recebi erro enquanto tentava atualizar cadastro extrato demor para respond precisei repetir alguma etapa para concluir
"O atendimento resolveu rápido a solicitação. Consegui baixar relatório, mas depois apareceu erro em chat. Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas. atendimnto bugou qdo",7,Serviços,o atendimento resolveu rapido a solicitacao consegui baixar relatorio ma depoi apareceu erro em chat recebi erro enquanto tentava baixar relatorio as notificaco chegaram atrasada atendimnto bugou qdo
