comentario,nota,responsavel,comentario_stem_snowball
"Tentei fazer transferência e integração travou duas vezes. Recebi erro enquanto tentava fazer transferência. Depois da atualização integração ficou mais simples. Consegui fazer transferência, mas depois apareceu erro em onboarding. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação.",0,Serviços,tent faz transferenc e integraca trav duas vez receb erro enquant tent faz transferenc depo da atualizaca integraca fic mais simpl consegu faz transferenc mas depo aparec erro em onboarding precis repet algum etap par conclu o atend resolv rap a solicitaca
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Depois da atualização login ficou mais simples. Recebi erro enquanto tentava consultar limite. login demorou para responder. As notificações chegaram atrasadas. ploblema probelma demoro,5,Produto,o suport ped nov as mesm informaco precis repet algum etap par conclu depo da atualizaca login fic mais simpl receb erro enquant tent consult limit login demor par respond as notificaco cheg atras ploblem probelm demor
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Depois da atualização notificações ficou mais simples. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Tentei emitir boleto e notificações travou duas vezes.,3,Suporte,as notificaco cheg atras precis repet algum etap par conclu depo da atualizaca notificaco fic mais simpl o carreg dos relatori demor o suport ped nov as mesm informaco tent emit bolet e notificaco trav duas vez
Tentei baixar relatório e pagamentos travou duas vezes. Recebi erro enquanto tentava baixar relatório. O carregamento dos relatórios demorou.,7,Produto,tent baix relatori e pagament trav duas vez receb erro enquant tent baix relatori o carreg dos relatori demor
O carregamento dos relatórios demorou. relatórios demorou para responder. As notificações chegaram atrasadas. Tentei acompanhar pagamento e relatórios travou duas vezes. Depois da atualização relatórios ficou mais simples.,0,Suporte,o carreg dos relatori demor relatori demor par respond as notificaco cheg atras tent acompanh pagament e relatori trav duas vez depo da atualizaca relatori fic mais simpl
O suporte pediu novamente as mesmas informações. integração demorou para responder. O carregamento dos relatórios demorou. probelma demoro msg,7,Produto,o suport ped nov as mesm informaco integraca demor par respond o carreg dos relatori demor probelm demor msg
integração demorou para responder. Depois da atualização integração ficou mais simples. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,2,Suporte,integraca demor par respond depo da atualizaca integraca fic mais simpl o carreg dos relatori demor precis repet algum etap par conclu as notificaco cheg atras
Recebi erro enquanto tentava integrar sistema. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.,2,Produto,receb erro enquant tent integr sistem precis repet algum etap par conclu o suport ped nov as mesm informaco
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Depois da atualização cartão virtual ficou mais simples. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. cartão virtual demorou para responder. bugou,0,Produto,as notificaco cheg atras o carreg dos relatori demor depo da atualizaca carta virtual fic mais simpl o suport ped nov as mesm informaco precis repet algum etap par conclu carta virtual demor par respond bug
O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Depois da atualização usabilidade ficou mais simples. As notificações chegaram atrasadas.,4,Geral,o carreg dos relatori demor o suport ped nov as mesm informaco depo da atualizaca usabil fic mais simpl as notificaco cheg atras
performance demorou para responder. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento. As notificações chegaram atrasadas. Tentei acompanhar pagamento e performance travou duas vezes. ploblema sitema,9,Geral,performanc demor par respond o carreg dos relatori demor o atend resolv rap a solicitaca receb erro enquant tent acompanh pagament as notificaco cheg atras tent acompanh pagament e performanc trav duas vez ploblem sitem
"O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Depois da atualização performance ficou mais simples. O atendimento resolveu rápido a solicitação. Consegui baixar relatório, mas depois apareceu erro em cadastro. Precisei repetir algumas etapas para concluir.",6,Suporte,o suport ped nov as mesm informaco as notificaco cheg atras depo da atualizaca performanc fic mais simpl o atend resolv rap a solicitaca consegu baix relatori mas depo aparec erro em cadastr precis repet algum etap par conclu
"Consegui consultar limite, mas depois apareceu erro em notificações. O atendimento resolveu rápido a solicitação.",9,Suporte,consegu consult limit mas depo aparec erro em notificaco o atend resolv rap a solicitaca
Recebi erro enquanto tentava fazer transferência. O carregamento dos relatórios demorou. msg probelma,10,Suporte,receb erro enquant tent faz transferenc o carreg dos relatori demor msg probelm
"Consegui atualizar cadastro, mas depois apareceu erro em dashboard. Depois da atualização login ficou mais simples. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. probelma naum demoro",5,Pós-venda,consegu atualiz cadastr mas depo aparec erro em dashboard depo da atualizaca login fic mais simpl o carreg dos relatori demor o suport ped nov as mesm informaco precis repet algum etap par conclu probelm naum demor
Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava baixar relatório. Depois da atualização chat ficou mais simples. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,5,Produto,precis repet algum etap par conclu receb erro enquant tent baix relatori depo da atualizaca chat fic mais simpl o suport ped nov as mesm informaco o atend resolv rap a solicitaca
Mais ou menos.,2,Geral,mais ou men
Ok.,1,Serviços,ok
Tentei consultar limite e onboarding travou duas vezes. As notificações chegaram atrasadas. onboarding demorou para responder. Depois da atualização onboarding ficou mais simples. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou.,4,Suporte,tent consult limit e onboarding trav duas vez as notificaco cheg atras onboarding demor par respond depo da atualizaca onboarding fic mais simpl precis repet algum etap par conclu o carreg dos relatori demor
As notificações chegaram atrasadas. Depois da atualização chat ficou mais simples. Recebi erro enquanto tentava consultar saldo. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Tentei consultar saldo e chat travou duas vezes.,1,Serviços,as notificaco cheg atras depo da atualizaca chat fic mais simpl receb erro enquant tent consult sald o atend resolv rap a solicitaca precis repet algum etap par conclu tent consult sald e chat trav duas vez
O suporte pediu novamente as mesmas informações. extrato demorou para responder. O carregamento dos relatórios demorou.,4,Suporte,o suport ped nov as mesm informaco extrat demor par respond o carreg dos relatori demor
O atendimento resolveu rápido a solicitação. performance demorou para responder. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Depois da atualização performance ficou mais simples. atendimnto,10,Serviços,o atend resolv rap a solicitaca performanc demor par respond o suport ped nov as mesm informaco as notificaco cheg atras depo da atualizaca performanc fic mais simpl atendimnt
"API demorou para responder. Consegui integrar sistema, mas depois apareceu erro em performance.",1,Suporte,api demor par respond consegu integr sistem mas depo aparec erro em performanc
Depois da atualização cartão virtual ficou mais simples. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Recebi erro enquanto tentava integrar sistema. cartão virtual demorou para responder.,3,Suporte,depo da atualizaca carta virtual fic mais simpl precis repet algum etap par conclu o carreg dos relatori demor receb erro enquant tent integr sistem carta virtual demor par respond
Depois da atualização onboarding ficou mais simples. O atendimento resolveu rápido a solicitação. Tentei integrar sistema e onboarding travou duas vezes. Recebi erro enquanto tentava integrar sistema. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. travano demoro platafroma,2,Geral,depo da atualizaca onboarding fic mais simpl o atend resolv rap a solicitaca tent integr sistem e onboarding trav duas vez receb erro enquant tent integr sistem o carreg dos relatori demor precis repet algum etap par conclu travan demor platafrom
Sem opinião.,4,Serviços,sem opinia
Recebi erro enquanto tentava consultar saldo. Tentei consultar saldo e onboarding travou duas vezes. Depois da atualização onboarding ficou mais simples. As notificações chegaram atrasadas. onboarding demorou para responder.,10,Suporte,receb erro enquant tent consult sald tent consult sald e onboarding trav duas vez depo da atualizaca onboarding fic mais simpl as notificaco cheg atras onboarding demor par respond
