comentario,nota,responsavel,comentario_lemma
Tentei acompanhar pagamento e cartão virtual travou duas vezes. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. cartão virtual demorou para responder.,2,Suporte,Tentei acompanhar pagamento e cartão virtual travar dois vez . o suporte pedir novamente o mesmo informação . o atendimento resolver rápido o solicitação . cartão virtual demorar para responder .
As notificações chegaram atrasadas. pagamentos demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. sitema qdo,7,Serviços,o notificação chegar atrasar . pagamento demorar para responder . o carregamento de o relatório demorar . Precisei repetir algum etapa para concluir . o atendimento resolver rápido o solicitação . sitema qdo
Recebi erro enquanto tentava consultar saldo. Tentei consultar saldo e cadastro travou duas vezes. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. cadastro demorou para responder. naum travano sitema,8,Suporte,Recebi erro enquanto tentar consultar saldo . Tentei consultar saldo e cadastro travar dois vez . o carregamento de o relatório demorar . Precisei repetir algum etapa para concluir . cadastro demorar para responder . naum travano sitema
"Depois da atualização chat ficou mais simples. Consegui consultar limite, mas depois apareceu erro em notificações. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar limite. bugou",10,Suporte,"depois de o atualização chat ficar mais simples . Consegui consultar limite , mas depois aparecer erro em notificação . o carregamento de o relatório demorar . o notificação chegar atrasado . o suporte pedir novamente o mesmo informação . Recebi erro enquanto tentar consultar limite . bugar"
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. relatórios demorou para responder. Depois da atualização relatórios ficou mais simples. O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e relatórios travou duas vezes.,7,Suporte,o notificação chegar atrasado . o carregamento de o relatório demorar . relatórios demorar para responder . depois de o atualização relatório ficar mais simples . o suporte pedir novamente o mesmo informação . Tentei acompanhar pagamento e relatório travar dois vez .
"dashboard demorou para responder. Consegui integrar sistema, mas depois apareceu erro em cartão virtual. O atendimento resolveu rápido a solicitação. demoro travano bugou",6,Suporte,"dashboard demorar para responder . Consegui integrar sistema , mas depois aparecer erro em cartão virtual . o atendimento resolver rápido o solicitação . demoro travano bugar"
Recebi erro enquanto tentava integrar sistema. O carregamento dos relatórios demorou. Tentei integrar sistema e notificações travou duas vezes. ploblema demoro sitema,8,Suporte,Recebi erro enquanto tentar integrar sistema . o carregamento de o relatório demorar . Tentei integrar sistema e notificação travar dois vez . ploblema demoro sitema
"Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Tentei fazer transferência e usabilidade travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em pagamentos. O carregamento dos relatórios demorou. msg sitema travano",3,Suporte,"precisei repetir algum etapa para concluir . o atendimento resolver rápido o solicitação . Tentei fazer transferência e usabilidade travar dois vez . o suporte pedir novamente o mesmo informação . Consegui fazer transferência , mas depois aparecer erro em pagamento . o carregamento de o relatório demorar . msg sitema travano"
"Depois da atualização limite ficou mais simples. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. O atendimento resolveu rápido a solicitação.",1,Suporte,"depois de o atualização limite ficar mais simples . o carregamento de o relatório demorar . o notificação chegar atrasado . Consegui baixar relatório , mas depois aparecer erro em cartão virtual . o atendimento resolver rápido o solicitação ."
Normal.,7,Serviços,normal .
"O carregamento dos relatórios demorou. Consegui atualizar cadastro, mas depois apareceu erro em limite. Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e chat travou duas vezes. chat demorou para responder. ploblema qdo",0,Pós-venda,"o carregamento de o relatório demorar . Consegui atualizar cadastro , mas depois aparecer erro em limite . Precisei repetir algum etapa para concluir . Tentei atualizar cadastro e chat travar dois vez . chat demorar para responder . ploblema qdo"
"Consegui emitir boleto, mas depois apareceu erro em cartão virtual. Precisei repetir algumas etapas para concluir. bugou platafroma travano",2,Serviços,"Consegui emitir boleto , mas depois aparecer erro em cartão virtual . Precisei repetir algum etapa para concluir . bugar platafroma travano"
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Tentei emitir boleto e relatórios travou duas vezes. Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação.,5,Suporte,o carregamento de o relatório demorar . o notificação chegar atrasado . precisei repetir algum etapa para concluir . Tentei emitir boleto e relatório travar dois vez . Recebi erro enquanto tentar emitir boleto . o atendimento resolver rápido o solicitação .
"As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em API. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro.",3,Suporte,"o notificação chegar atrasado . Consegui atualizar cadastro , mas depois aparecer erro em API . o atendimento resolver rápido o solicitação . o carregamento de o relatório demorar . Recebi erro enquanto tentar atualizar cadastro ."
"O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em limite. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Tentei fazer transferência e login travou duas vezes. Depois da atualização login ficou mais simples.",8,Serviços,"o suporte pedir novamente o mesmo informação . Consegui fazer transferência , mas depois aparecer erro em limite . o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir . Tentei fazer transferência e login travar dois vez . depois de o atualização login ficar mais simples ."
O atendimento resolveu rápido a solicitação. Tentei fazer transferência e usabilidade travou duas vezes. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou.,8,Geral,o atendimento resolver rápido o solicitação . Tentei fazer transferência e usabilidade travar dois vez . Precisei repetir algum etapa para concluir . o carregamento de o relatório demorar .
Precisei repetir algumas etapas para concluir. Depois da atualização limite ficou mais simples. O atendimento resolveu rápido a solicitação. limite demorou para responder. atendimnto probelma,4,Serviços,precisei repetir algum etapa para concluir . depois de o atualização limite ficar mais simples . o atendimento resolver rápido o solicitação . limite demorar para responder . atendimnto probelma
Depois da atualização cartão virtual ficou mais simples. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar saldo. As notificações chegaram atrasadas. sitema ploblema bugou,4,Pós-venda,depois de o atualização cartão virtual ficar mais simples . Precisei repetir algum etapa para concluir . o carregamento de o relatório demorar . Recebi erro enquanto tentar consultar saldo . o notificação chegar atrasar . sitema ploblema bugar
Tentei acompanhar pagamento e extrato travou duas vezes. extrato demorou para responder.,1,Serviços,Tentei acompanhar pagamento e extrato travar dois vez . extrato demorar para responder .
Precisei repetir algumas etapas para concluir. Depois da atualização onboarding ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. bugou qdo atendimnto,5,Suporte,precisei repetir algum etapa para concluir . depois de o atualização onboarding ficar mais simples . o notificação chegar atrasado . o atendimento resolver rápido o solicitação . o suporte pedir novamente o mesmo informação . bugar qdo atendimnto
As notificações chegaram atrasadas. O carregamento dos relatórios demorou.,5,Suporte,o notificação chegar atrasado . o carregamento de o relatório demorar .
