comentario,nota,responsavel
"Consegui integrar sistema, mas depois apareceu erro em limite. O atendimento resolveu rápido a solicitação. extrato demorou para responder.",7,Produto
"Depois da atualização notificações ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em pagamentos. O suporte pediu novamente as mesmas informações. ploblema",0,Suporte
Recebi erro enquanto tentava fazer transferência. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.,1,Produto
Ok.,7,Produto
"Consegui consultar limite, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir. Tentei consultar limite e limite travou duas vezes. Depois da atualização limite ficou mais simples. limite demorou para responder. probelma bugou sitema",0,Produto
"Consegui acompanhar pagamento, mas depois apareceu erro em onboarding. Precisei repetir algumas etapas para concluir. login demorou para responder. As notificações chegaram atrasadas.",2,Geral
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite. O suporte pediu novamente as mesmas informações. Depois da atualização pagamentos ficou mais simples. As notificações chegaram atrasadas.,2,Suporte
"Consegui baixar relatório, mas depois apareceu erro em limite. Recebi erro enquanto tentava baixar relatório.",9,Produto
"O carregamento dos relatórios demorou. Consegui fazer transferência, mas depois apareceu erro em performance. cadastro demorou para responder. Tentei fazer transferência e cadastro travou duas vezes. probelma atendimnto",5,Produto
"Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Consegui consultar limite, mas depois apareceu erro em notificações. Depois da atualização onboarding ficou mais simples. O suporte pediu novamente as mesmas informações.",6,Suporte
"O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. Tentei atualizar cadastro e pagamentos travou duas vezes. O atendimento resolveu rápido a solicitação. Consegui atualizar cadastro, mas depois apareceu erro em performance. Precisei repetir algumas etapas para concluir.",4,Produto
Tentei consultar saldo e chat travou duas vezes. O suporte pediu novamente as mesmas informações. chat demorou para responder. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. demoro msg vcs,7,Geral
As notificações chegaram atrasadas. Depois da atualização pagamentos ficou mais simples.,2,Suporte
Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. notificações demorou para responder.,9,Suporte
Precisei repetir algumas etapas para concluir. Tentei acompanhar pagamento e chat travou duas vezes. Recebi erro enquanto tentava acompanhar pagamento. chat demorou para responder. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,2,Suporte
"O carregamento dos relatórios demorou. Tentei consultar saldo e dashboard travou duas vezes. Consegui consultar saldo, mas depois apareceu erro em cartão virtual. Precisei repetir algumas etapas para concluir. dashboard demorou para responder.",7,Pós-venda
O carregamento dos relatórios demorou. Tentei atualizar cadastro e extrato travou duas vezes. Recebi erro enquanto tentava atualizar cadastro. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,0,Geral
"Depois da atualização notificações ficou mais simples. O suporte pediu novamente as mesmas informações. Consegui consultar saldo, mas depois apareceu erro em cartão virtual. Recebi erro enquanto tentava consultar saldo. vcs",4,Suporte
"Recebi erro enquanto tentava fazer transferência. Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em chat. As notificações chegaram atrasadas.",5,Geral
O atendimento resolveu rápido a solicitação. pagamentos demorou para responder. Tentei baixar relatório e pagamentos travou duas vezes. As notificações chegaram atrasadas. O carregamento dos relatórios demorou.,1,Suporte
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. atendimnto,10,Suporte
"As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Consegui consultar saldo, mas depois apareceu erro em cartão virtual. O carregamento dos relatórios demorou. performance demorou para responder. O atendimento resolveu rápido a solicitação.",10,Geral
Tentei acompanhar pagamento e chat travou duas vezes. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. atendimnto,10,Pós-venda
integração demorou para responder. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,3,Suporte
Precisei repetir algumas etapas para concluir. Depois da atualização relatórios ficou mais simples. Tentei consultar saldo e relatórios travou duas vezes. relatórios demorou para responder.,10,Pós-venda
"Consegui consultar limite, mas depois apareceu erro em cadastro. dashboard demorou para responder. O suporte pediu novamente as mesmas informações. Tentei consultar limite e dashboard travou duas vezes. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.",5,Produto
Nada a declarar.,4,Serviços
Ok.,9,Produto
Depois da atualização dashboard ficou mais simples. Precisei repetir algumas etapas para concluir. Tentei consultar limite e dashboard travou duas vezes. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,10,Suporte
"Tentei consultar limite e extrato travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em cadastro. O carregamento dos relatórios demorou. extrato demorou para responder. Recebi erro enquanto tentava consultar limite.",8,Suporte
O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Depois da atualização relatórios ficou mais simples. O suporte pediu novamente as mesmas informações.,8,Suporte
Sem opinião.,8,Serviços
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,7,Suporte
Depois da atualização relatórios ficou mais simples. O suporte pediu novamente as mesmas informações.,10,Produto
O suporte pediu novamente as mesmas informações. Tentei integrar sistema e pagamentos travou duas vezes. vcs naum bugou,1,Pós-venda
Ok.,6,Suporte
"Consegui emitir boleto, mas depois apareceu erro em pagamentos. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava emitir boleto. demoro ploblema atendimnto",4,Suporte
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. vcs msg,5,Suporte
"Consegui consultar saldo, mas depois apareceu erro em dashboard. login demorou para responder. Recebi erro enquanto tentava consultar saldo. O carregamento dos relatórios demorou. Depois da atualização login ficou mais simples. O suporte pediu novamente as mesmas informações. sitema vcs",9,Serviços
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,4,Suporte
Recebi erro enquanto tentava emitir boleto. As notificações chegaram atrasadas. O carregamento dos relatórios demorou.,2,Pós-venda
Ok.,8,Produto
As notificações chegaram atrasadas. Depois da atualização notificações ficou mais simples.,1,Suporte
"cartão virtual demorou para responder. Consegui baixar relatório, mas depois apareceu erro em cadastro. O carregamento dos relatórios demorou. vcs ploblema",5,Produto
O suporte pediu novamente as mesmas informações. Tentei consultar saldo e API travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar saldo. Precisei repetir algumas etapas para concluir.,4,Suporte
Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. vcs sitema naum,9,Geral
Tentei fazer transferência e limite travou duas vezes. O carregamento dos relatórios demorou.,2,Suporte
Depois da atualização onboarding ficou mais simples. O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto. onboarding demorou para responder. naum,1,Produto
"As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em extrato. O atendimento resolveu rápido a solicitação. integração demorou para responder. Recebi erro enquanto tentava fazer transferência. probelma msg",5,Suporte
O carregamento dos relatórios demorou. Tentei fazer transferência e relatórios travou duas vezes. relatórios demorou para responder. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava fazer transferência. O suporte pediu novamente as mesmas informações. msg sitema,2,Produto
Tentei atualizar cadastro e notificações travou duas vezes. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,1,Suporte
As notificações chegaram atrasadas. notificações demorou para responder. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava atualizar cadastro. msg,1,Produto
Recebi erro enquanto tentava emitir boleto. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. msg vcs,1,Suporte
"O atendimento resolveu rápido a solicitação. relatórios demorou para responder. O carregamento dos relatórios demorou. Consegui consultar saldo, mas depois apareceu erro em cadastro.",7,Suporte
Depois da atualização login ficou mais simples. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,10,Suporte
