comentario,nota,responsavel
carreg relatori demor tent consult sald login trav duas vez notificaco cheg atras atend resolv rap solicitaca atendimnt,10,Pós-venda
atend resolv rap solicitaca atualizaca usabil fic simpl carreg relatori demor receb erro enquant tent consult sald tent consult sald usabil trav duas vez vcs sitem,4,Produto
notificaco cheg atras consegu baix relatori aparec erro dashboard atend resolv rap solicitaca receb erro enquant tent baix relatori tent baix relatori usabil trav duas vez platafrom probelm,0,Produto
carreg relatori demor notificaco cheg atras precis repet algum etap conclu login demor respond consegu consult sald aparec erro limit,7,Geral
suport ped nov mesm informaco notificaco cheg atras atend resolv rap solicitaca receb erro enquant tent integr atualizaca usabil fic simpl consegu integr aparec erro notificaco atendimnt,1,Geral
consegu baix relatori aparec erro relatori atend resolv rap solicitaca receb erro enquant tent baix relatori precis repet algum etap conclu carreg relatori demor,7,Suporte
receb erro enquant tent baix relatori suport ped nov mesm informaco,2,Suporte
atend resolv rap solicitaca receb erro enquant tent baix relatori,9,Suporte
suport ped nov mesm informaco atualizaca notificaco fic simpl,10,Pós-venda
atend resolv rap solicitaca consegu integr aparec erro dashboard carreg relatori demor notificaco cheg atras suport ped nov mesm informaco performanc demor respond travan,9,Suporte
usabil demor respond carreg relatori demor receb erro enquant tent consult sald precis repet algum etap conclu atend resolv rap solicitaca,10,Geral
carreg relatori demor tent consult sald integraca trav duas vez atend resolv rap solicitaca precis repet algum etap conclu atualizaca integraca fic simpl suport ped nov mesm informaco ploblem,0,Produto
atualizaca extrat fic simpl precis repet algum etap conclu consegu consult sald aparec erro carta virtual extrat demor respond carreg relatori demor receb erro enquant tent consult sald ploblem vcs sitem,3,Geral
suport ped nov mesm informaco chat demor respond consegu atualiz cadastr aparec erro carta virtual receb erro enquant tent atualiz cadastr atualizaca chat fic simpl,4,Produto
atend resolv rap solicitaca receb erro enquant tent faz transferenc notificaco cheg atras precis repet algum etap conclu carreg relatori demor suport ped nov mesm informaco,8,Serviços
relatori demor respond atualizaca relatori fic simpl carreg relatori demor receb erro enquant tent faz transferenc notificaco cheg atras atendimnt,4,Suporte
notificaco cheg atras consegu baix relatori aparec erro relatori suport ped nov mesm informaco tent baix relatori onboarding trav duas vez onboarding demor respond,2,Produto
limit demor respond suport ped nov mesm informaco notificaco cheg atras,4,Serviços
atualizaca dashboard fic simpl atend resolv rap solicitaca probelm,5,Produto
atualizaca relatori fic simpl tent integr relatori trav duas vez atend resolv rap solicitaca carreg relatori demor,10,Produto
notificaco cheg atras precis repet algum etap conclu suport ped nov mesm informaco atualizaca extrat fic simpl consegu consult sald aparec erro performanc,7,Produto
tent baix relatori dashboard trav duas vez atualizaca dashboard fic simpl consegu baix relatori aparec erro api receb erro enquant tent baix relatori dashboard demor respond,8,Suporte
integraca demor respond suport ped nov mesm informaco receb erro enquant tent atualiz cadastr consegu atualiz cadastr aparec erro api,10,Produto
atend resolv rap solicitaca suport ped nov mesm informaco notificaco cheg atras tent baix relatori pagament trav duas vez pagament demor respond demor travan vcs,5,Serviços
receb erro enquant tent acompanh pagament integraca demor respond consegu acompanh pagament aparec erro limit notificaco cheg atras carreg relatori demor suport ped nov mesm informaco bug qdo vcs,1,Suporte
precis repet algum etap conclu tent integr carta virtual trav duas vez receb erro enquant tent integr,1,Pós-venda
tent consult sald pagament trav duas vez carreg relatori demor pagament demor respond qdo sitem ploblem,7,Suporte
carta virtual demor respond consegu atualiz cadastr aparec erro extrat,9,Geral
carreg relatori demor tent baix relatori cadastr trav duas vez cadastr demor respond atendimnt sitem,2,Suporte
carreg relatori demor precis repet algum etap conclu tent emit bolet login trav duas vez atualizaca login fic simpl atend resolv rap solicitaca receb erro enquant tent emit bolet probelm platafrom,5,Produto
onboarding demor respond tent baix relatori onboarding trav duas vez consegu baix relatori aparec erro relatori qdo,8,Produto
notificaco cheg atras notificaco demor respond receb erro enquant tent baix relatori carreg relatori demor precis repet algum etap conclu vcs demor naum,2,Produto
precis repet algum etap conclu cadastr demor respond suport ped nov mesm informaco,0,Suporte
precis repet algum etap conclu notificaco demor respond notificaco cheg atras receb erro enquant tent acompanh pagament,10,Pós-venda
atend resolv rap solicitaca precis repet algum etap conclu receb erro enquant tent atualiz cadastr tent atualiz cadastr limit trav duas vez suport ped nov mesm informaco atualizaca limit fic simpl,10,Serviços
onboarding demor respond carreg relatori demor consegu integr aparec erro relatori precis repet algum etap conclu atualizaca onboarding fic simpl,3,Serviços
notificaco cheg atras receb erro enquant tent faz transferenc suport ped nov mesm informaco atend resolv rap solicitaca atualizaca notificaco fic simpl precis repet algum etap conclu,8,Pós-venda
notificaco cheg atras atualizaca usabil fic simpl,10,Suporte
atend resolv rap solicitaca suport ped nov mesm informaco receb erro enquant tent emit bolet notificaco cheg atras vcs platafrom msg,2,Serviços
precis repet algum etap conclu suport ped nov mesm informaco tent baix relatori pagament trav duas vez notificaco cheg atras sitem,5,Produto
extrat demor respond tent consult sald extrat trav duas vez carreg relatori demor suport ped nov mesm informaco atend resolv rap solicitaca,8,Suporte
atend resolv rap solicitaca cadastr demor respond carreg relatori demor atualizaca cadastr fic simpl notificaco cheg atras,3,Suporte
suport ped nov mesm informaco notificaco cheg atras tent consult sald carta virtual trav duas vez atualizaca carta virtual fic simpl carreg relatori demor carta virtual demor respond,5,Geral
carta virtual demor respond suport ped nov mesm informaco carreg relatori demor notificaco cheg atras,2,Produto
atualizaca extrat fic simpl extrat demor respond suport ped nov mesm informaco atend resolv rap solicitaca carreg relatori demor,2,Suporte
suport ped nov mesm informaco carreg relatori demor atualizaca limit fic simpl,5,Suporte
atualizaca login fic simpl login demor respond tent acompanh pagament login trav duas vez suport ped nov mesm informaco qdo bug sitem,3,Produto
tent emit bolet cadastr trav duas vez suport ped nov mesm informaco cadastr demor respond precis repet algum etap conclu atend resolv rap solicitaca receb erro enquant tent emit bolet atendimnt,10,Suporte
notificaco cheg atras carreg relatori demor extrat demor respond,9,Geral
limit demor respond atend resolv rap solicitaca notificaco cheg atras suport ped nov mesm informaco naum atendimnt,6,Geral
pagament demor respond notificaco cheg atras suport ped nov mesm informaco carreg relatori demor atualizaca pagament fic simpl consegu baix relatori aparec erro relatori qdo,6,Suporte
consegu atualiz cadastr aparec erro cadastr precis repet algum etap conclu suport ped nov mesm informaco carreg relatori demor,5,Suporte
atualizaca cadastr fic simpl tent atualiz cadastr cadastr trav duas vez suport ped nov mesm informaco notificaco cheg atras ploblem atendimnt qdo,9,Produto
precis repet algum etap conclu atend resolv rap solicitaca receb erro enquant tent consult sald notificaco cheg atras tent consult sald notificaco trav duas vez,6,Produto
precis repet algum etap conclu atend resolv rap solicitaca carreg relatori demor suport ped nov mesm informaco demor,10,Serviços
receb erro enquant tent faz transferenc atualizaca notificaco fic simpl carreg relatori demor atend resolv rap solicitaca qdo vcs sitem,1,Produto
suport ped nov mesm informaco carreg relatori demor,7,Produto
suport ped nov mesm informaco consegu baix relatori aparec erro api,9,Suporte
notificaco cheg atras carreg relatori demor consegu atualiz cadastr aparec erro notificaco atend resolv rap solicitaca suport ped nov mesm informaco,4,Produto
notificaco cheg atras suport ped nov mesm informaco atend resolv rap solicitaca carreg relatori demor atualizaca relatori fic simpl probelm vcs,1,Produto
precis repet algum etap conclu tent emit bolet api trav duas vez carreg relatori demor notificaco cheg atras api demor respond msg,6,Geral
tent baix relatori performanc trav duas vez performanc demor respond suport ped nov mesm informaco carreg relatori demor,0,Pós-venda
notificaco cheg atras carreg relatori demor receb erro enquant tent emit bolet naum probelm,7,Produto
precis repet algum etap conclu suport ped nov mesm informaco receb erro enquant tent acompanh pagament atualizaca relatori fic simpl,3,Produto
atend resolv rap solicitaca carreg relatori demor tent acompanh pagament performanc trav duas vez,4,Serviços
limit demor respond atualizaca limit fic simpl suport ped nov mesm informaco notificaco cheg atras receb erro enquant tent emit bolet demor msg,5,Suporte
consegu consult sald aparec erro performanc receb erro enquant tent consult sald atualizaca limit fic simpl msg,6,Produto
consegu atualiz cadastr aparec erro notificaco precis repet algum etap conclu suport ped nov mesm informaco atend resolv rap solicitaca,10,Suporte
suport ped nov mesm informaco receb erro enquant tent integr notificaco cheg atras atend resolv rap solicitaca carreg relatori demor,6,Suporte
atend resolv rap solicitaca receb erro enquant tent atualiz cadastr atualizaca performanc fic simpl travan,1,Produto
atend resolv rap solicitaca pagament demor respond notificaco cheg atras tent atualiz cadastr pagament trav duas vez precis repet algum etap conclu receb erro enquant tent atualiz cadastr,8,Produto
tent faz transferenc limit trav duas vez atend resolv rap solicitaca carreg relatori demor notificaco cheg atras,5,Pós-venda
suport ped nov mesm informaco atend resolv rap solicitaca,6,Suporte
suport ped nov mesm informaco tent faz transferenc onboarding trav duas vez atualizaca onboarding fic simpl sitem naum,2,Geral
consegu integr aparec erro usabil carreg relatori demor atend resolv rap solicitaca suport ped nov mesm informaco notificaco cheg atras naum,10,Geral
notificaco cheg atras carreg relatori demor tent atualiz cadastr integraca trav duas vez atualizaca integraca fic simpl integraca demor respond atend resolv rap solicitaca,3,Suporte
notificaco cheg atras tent faz transferenc login trav duas vez suport ped nov mesm informaco carreg relatori demor login demor respond qdo vcs,3,Pós-venda
atend resolv rap solicitaca carreg relatori demor notificaco cheg atras atualizaca extrat fic simpl suport ped nov mesm informaco,6,Serviços
suport ped nov mesm informaco consegu faz transferenc aparec erro pagament probelm vcs,2,Geral
consegu baix relatori aparec erro chat notificaco cheg atras,0,Produto
integraca demor respond tent emit bolet integraca trav duas vez precis repet algum etap conclu suport ped nov mesm informaco msg,1,Produto
tent emit bolet onboarding trav duas vez onboarding demor respond suport ped nov mesm informaco carreg relatori demor ploblem,8,Suporte
notificaco demor respond tent faz transferenc notificaco trav duas vez carreg relatori demor msg,2,Serviços
